URL,AÑO,MES,TIPO DE FUENTE,CATEGORÍA,SUBCATEGORÍA,INSIGHT,RESUMEN
https://beautymatter.com/articles/ultas-bet-on-a-different-kind-of-marketplace,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,CORPORATIVO,EXPANSIÓN RETAIL,"El marketplace de Ulta (""UB Marketplace"") permite probar tendencias a gran velocidad sin el riesgo de inventario propio, optimizando el margen operativo.","Ulta Beauty lanza su marketplace digital potenciado por Mirakl, integrando 150 marcas nuevas para diversificar su oferta en bienestar y skincare sin saturar sus tiendas físicas."
https://pharmacyscanner.it/alla-scoperta-delle-farmacie-albanesi-niente-pianta-organica-e-catene-in-rapida-ascesa/,2026,FEBRERO,INFORME ESTRATÉGICO,REGULATORIO,DISTRIBUCIÓN FARMA,"La ausencia de una ""pianta organica"" en Albania facilita la entrada de grandes cadenas, creando un laboratorio de competencia abierta en el sector farmacéutico.","Análisis del modelo farmacéutico albanés, donde la falta de restricciones geográficas está permitiendo el crecimiento acelerado de redes de farmacias privadas."
https://www.linkedin.com/posts/ingrid-gehrke-2154536a_epicelline-skinlongevitysummit-activity-7427657063918448640-hwyF,2026,FEBRERO,POST EJECUTIVO,INNOVACIÓN,LONGEVIDAD CELULAR,"La Epicellina se perfila como el ingrediente clave para modular la expresión genética de la piel, moviendo el foco del antiedad a la epigenética clínica.",Ingrid Gehrke presenta avances desde el Skin Longevity Summit sobre el uso de Epicellina para revertir signos de envejecimiento mediante la reprogramación celular.
https://www.linkedin.com/posts/shaipenn_tiktok-bubble-skincare-activity-7427483472618840064-cOQf,2026,FEBRERO,POST EJECUTIVO,MARKETING,SOCIAL COMMERCE,Bubble Skincare demuestra que la co-creación con la Gen Z en TikTok reduce el costo de adquisición de clientes al generar confianza inmediata.,"Shai Penn destaca la estrategia de Bubble para dominar el segmento adolescente, utilizando paneles de prueba masivos y contenido educativo viral para escalar la marca."
https://cosmeticsbusiness.com/glossier-to-cut-more-than-50-jobs,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,CORPORATIVO,REESTRUCTURACIÓN,"Glossier reduce su plantilla para ganar agilidad; el reto es recuperar el ""brand magic"" en un mercado saturado donde el modelo D2C ya no es suficiente.","Bajo el nuevo CEO Colin Walsh, Glossier despide a un tercio de su personal (54 empleados) como parte de una reestructuración para enfocarse en rentabilidad y retail."
https://beautymatter.com/articles/meet-k-clinic-koreas-most-advanced-beauty-export-yet,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,INNOVACIÓN,DERMOESTÉTICA,"K-Clinic representa la evolución del K-Beauty hacia servicios médicos estéticos exportables, integrando tecnología coreana en centros globales.","Informe sobre la expansión de K-Clinic, un modelo de clínica estética coreana que combina diagnósticos por IA y tratamientos mínimamente invasivos para el mercado premium."
https://www.marketingdirecto.com/marketing-general/gente/ana-garcia-abad-managing-partner-vml-health-espana,2026,FEBRERO,POST EJECUTIVO,CORPORATIVO,NOMBRAMIENTOS,El nombramiento de García-Abad refuerza la integración de datos y creatividad científica en la comunicación de salud de alta especialidad.,"Ana García-Abad asume como Managing Partner de VML Health en España, liderando la agencia en una etapa de transformación digital y enfoque centrado en el paciente."
https://www.linkedin.com/posts/tomaz-kalin_format-is-an-economic-lever-and-not-a-packaging-activity-7427638829781549056-FZKj,2026,FEBRERO,POST EJECUTIVO,ESTRATEGIA,OPERACIONES / PACKAGING,"El formato del empaque debe ser visto como una palanca económica para optimizar la logística y el ticket promedio, no solo como diseño estético.",Tomaz Kalin analiza cómo la elección del formato de producto impacta directamente en la rentabilidad y la sostenibilidad de la cadena de suministro dermocosmética.
https://www.linkedin.com/posts/laboratoires-fillmed_fillmed-imcas2026-aestheticmedicine-ugcPost-7427675735798034432-rSjT,2026,FEBRERO,POST EJECUTIVO,INNOVACIÓN,DERMOESTÉTICA,La presencia en IMCAS 2026 reafirma la necesidad de validación clínica de alto nivel para mantener la relevancia en el mercado de inyectables.,"Laboratoires FILLMED destaca su participación en el congreso IMCAS 2026, presentando protocolos avanzados de rejuvenecimiento y bioestimulación cutánea."
https://www.linkedin.com/posts/skeyndor_aquatherm-skeyndor-aquatherm-ugcPost-7427668591942000640-N-Pb,2026,FEBRERO,POST EJECUTIVO,PORTFOLIO,SKINCARE PROFESIONAL,El enfoque en pieles sensibles mediante soluciones termales permite a Skeyndor capturar el creciente segmento de consumidores con barrera cutánea comprometida.,"Skeyndor promociona su línea Aquatherm, destacando el uso de agua termal de Salies-de-Béarn para el tratamiento profesional de pieles reactivas y sensibles."
https://www.consalud.es/salud35/internacional/belen-garijo-vuelve-a-sanofi-como-nueva-ceo-tras-15-anos-al-frente-de-merck.html,2026,FEBRERO,NOTA DE PRENSA,CORPORATIVO,NOMBRAMIENTOS,El retorno de Garijo a Sanofi simboliza una apuesta por la continuidad estratégica y el conocimiento profundo de la cultura corporativa francesa.,"Tras una exitosa etapa en Merck, Belén Garijo regresa a Sanofi como CEO Global, liderando la transformación de la farmacéutica hacia la inmunología y vacunas."
https://richgersten.substack.com/p/the-myth-of-early-stage-risk-and,2026,FEBRERO,INFORME ESTRATÉGICO,ESTRATEGIA,INVERSIÓN / VC,"El riesgo en etapas tempranas es un mito si se cuenta con fundadores que dominan la economía de la unidad y el ""community-led growth"".",Rich Gersten analiza por qué la inversión en marcas de belleza en etapas iniciales sigue siendo atractiva para los fondos de capital privado en 2026.
https://www.saludiario.com/amazon-one-medical-lanza-health-insights-nueva-funcion-para-analizar-los-resultados-de-laboratorio/,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,INNOVACIÓN,SALUD DIGITAL,Amazon One Medical cierra el círculo de la salud digital al democratizar la interpretación de datos clínicos para el paciente final.,"Lanzamiento de ""Health Insights"", una herramienta de IA que analiza resultados de laboratorio para ofrecer recomendaciones preventivas personalizadas a los usuarios."
https://www.beautyindependent.com/big-business-developments-driving-beauty-manufacturing-2026/,2026,FEBRERO,INFORME ESTRATÉGICO,CORPORATIVO,MANUFACTURA,La manufactura en 2026 prioriza la micro-producción local para reducir la huella de carbono y responder a tendencias efímeras de TikTok.,"Revisión de los desarrollos clave en la fabricación de cosméticos, destacando la automatización modular y el uso de ingredientes biotecnológicos sostenibles."
https://www.beautyindependent.com/beauty-brands-scramble-rework-logistics-tiktok-shop-ends-self-fulfilled-shipping/,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,ESTRATEGIA,LOGÍSTICA / E-COMMERCE,"El fin del ""self-fulfilled shipping"" en TikTok Shop obliga a las marcas a ceder el control logístico a cambio de mayor visibilidad algorítmica.","TikTok Shop implementa cambios regulatorios en su logística, forzando a las marcas a utilizar sus centros de cumplimiento internos para agilizar entregas."
https://www.metroprivatelabel.com/gen-z-skincare-trends-brands-understand/,2026,ENERO,POST EJECUTIVO,TENDENCIAS,CONSUMIDOR GEN Z,"Para la Gen Z, el skincare no es vanidad sino una forma de control personal y expresión de salud mental (""skin-tellectuals"").","Análisis de las tendencias de cuidado de la piel en la Generación Z, enfatizando el deseo de transparencia total en ingredientes y empaques minimalistas."
https://www.beautyindependent.com/hard-water-rush-haircare-brands-retailers-address-mineral-buildup-consumer-awareness-grows,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,CATEGORÍA,HAIRCARE ESPECIALIZADO,"El agua dura se convierte en el nuevo ""enemigo"" del cabello, abriendo un nicho masivo para productos quelantes y filtros de ducha.","Las marcas de haircare lanzan líneas específicas para combatir la acumulación de minerales, educando al consumidor sobre el impacto del agua en la salud capilar."
https://www.beautyindependent.com/inference-beauty-using-ai-turn-first-party-data-higher-conversion-rates/,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,MARKETING,IA / DATA,La inferencia predictiva permite a las marcas anticipar la próxima compra del cliente antes de que este sea consciente de su necesidad.,Análisis sobre cómo el uso de IA para procesar datos propios está duplicando las tasas de conversión al personalizar la oferta en tiempo real.
https://www.linkedin.com/posts/dolusegun_the-beauty-industrys-power-structure-in-activity-7427626333700108288-sD3f,2026,FEBRERO,POST EJECUTIVO,CORPORATIVO,GOBERNANZA,La estructura de poder en la industria está girando hacia directores creativos que dominan el entorno digital sobre el corporativo tradicional.,"Reflexión sobre el cambio de liderazgo en las grandes casas de belleza, donde la influencia cultural pesa más que la experiencia puramente financiera."
https://www.linkedin.com/pulse/suplementos-nutricionales-en-farmacia-de-la-confusi%C3%B3n-labarca-le%C3%B3n-rzaoe/,2026,FEBRERO,INFORME ESTRATÉGICO,CATEGORÍA,NUTRICOSMÉTICA,La farmacia debe transitar de la venta reactiva de suplementos a la prescripción nutricional basada en evidencia para retener el margen.,"Artículo sobre los retos de la categoría de suplementos en el canal farmacia, instando a una mayor formación del farmacéutico para evitar la confusión del usuario."
https://beautymatter.com/articles/the-fragrance-trends-set-to-define-2026,2026,FEBRERO,INFORME ESTRATÉGICO,TENDENCIAS,PERFUMERÍA,"La perfumería funcional, con aromas diseñados para alterar el estado de ánimo, dominará el mercado de fragancias en 2026.","Análisis de las tendencias olfativas del año, destacando el auge de los aromas ""comfort"" y las fragancias con beneficios neurocientíficos probados."
https://newsroom.marykay.com/blog/the-beauty-of-ai-and-why-ai-needs-more-women,2026,FEBRERO,POST EJECUTIVO,CORPORATIVO,ESG / TECNOLOGÍA,La inclusión de mujeres en el desarrollo de IA es crítica para evitar sesgos en los algoritmos de diagnóstico de piel que afectan a la industria.,"Mary Kay aboga por una mayor representación femenina en la tecnología, subrayando que la IA en belleza debe ser diversa para ser verdaderamente efectiva."
https://www.beautyindependent.com/ai-powered-customer-support/,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,ESTRATEGIA,CUSTOMER EXPERIENCE,El soporte al cliente impulsado por IA generativa reduce costos operativos en un 40% manteniendo una satisfacción del usuario superior al 90%.,Casos de estudio de marcas que han implementado chatbots de nueva generación para resolver consultas dermatológicas básicas y gestión de pedidos.
https://www.sephora.com/ca/en/product/strawberry-jam-eau-de-parfum-P520084,2026,FEBRERO,TIPO DE PRODUCTO,PORTFOLIO,LANZAMIENTO FRAGANCIA,Las notas gourmand y nostálgicas (como la fresa) están impulsando el crecimiento de fragancias nicho entre el público adolescente de Sephora.,"Lanzamiento de la fragancia ""Strawberry Jam"", capitalizando la tendencia de aromas frutales dulces que dominan las redes sociales actualmente."
https://www.mckinsey.com/mhi/our-insights/a-new-way-of-thinking-about-metabolic-health,2026,FEBRERO,INFORME ESTRATÉGICO,INNOVACIÓN,SALUD METABÓLICA,"La salud metabólica es la nueva frontera del bienestar, conectando la nutrición con la calidad dérmica y la longevidad sistémica.","McKinsey propone un cambio de paradigma hacia un enfoque preventivo en salud metabólica, integrando biomarcadores y tecnología para mejorar la longevidad."
https://www.linkedin.com/posts/foreo_foreo-hbomax-furia-ugcPost-7427655235017437184-5olN,2026,FEBRERO,POST EJECUTIVO,MARKETING,COLABORACIONES,"El product placement en series premium (HBO Max) eleva el ""gadget"" de belleza a un objeto de deseo cultural y aspiracional.","FOREO anuncia su integración en la serie ""Furia"" de HBO Max, utilizando el entretenimiento para demostrar la eficacia de sus dispositivos en contextos reales."
https://www.linkedin.com/posts/caroline-hoin_longevity-une-tendance-aujourdhui-ugcPost-7427839756878774272-MpZg,2026,FEBRERO,POST EJECUTIVO,TENDENCIAS,LONGEVIDAD,La longevidad en Francia transita de ser una tendencia nicho a un estándar de consumo que exige pruebas de eficacia biológica.,"Caroline Hoin analiza el auge del mercado de longevidad en Europa, destacando cómo las marcas francesas están adaptando su comunicación científica."
https://www.linkedin.com/posts/hansjulia_seme-medicinaestetica-skinquality-ugcPost-7428027603250266112-Tlbi,2026,FEBRERO,POST EJECUTIVO,INNOVACIÓN,MEDICINA ESTÉTICA,"El congreso SEME 2026 confirma que la ""calidad de la piel"" es el objetivo principal, superando a la simple corrección de arrugas.","Resumen de las novedades en medicina estética desde el congreso SEME, enfocándose en tratamientos de regeneración y bioestimulación de la dermis."
https://elpais.com/eps/2026-02-10/las-batallas-de-la-belleza.html,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,ESTRATEGIA,COMPETENCIA GLOBAL,"La ""batalla"" actual no es por el producto, sino por la atención del consumidor en un ecosistema de sobreinformación clínica.","Reportaje profundo sobre la guerra de marcas en el sector beauty, analizando la lucha entre los grandes grupos (L'Oréal, Estée Lauder) y las marcas indie."
https://beautynewsdaily.com/interview-anna-dzhilavyan-of-bur-bur/,2026,FEBRERO,ENTREVISTA,CORPORATIVO,INDIE BRANDS,"Bur-Bur demuestra que la especialización en cuidado capilar botánico es la clave para destacar en el saturado mercado ""Clean Beauty"".","Anna Dzhilavyan explica la filosofía de Bur-Bur, centrada en ingredientes naturales de alta eficacia para la salud del cuero cabelludo y el crecimiento capilar."
https://www.revistabeautyprof.com/texto-diario/mostrar/5771326/alma-secret-amplia-universo-nutricosmetica-nuevas-gummies,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,PORTFOLIO,NUTRICOSMÉTICA,"El formato ""gummy"" reduce la barrera de entrada a la nutricosmética, transformando el suplemento en un momento de consumo lúdico.","Alma Secret expande su línea de nutricosmética con el lanzamiento de gomitas diseñadas para mejorar la salud del cabello, piel y uñas mediante activos naturales."
https://www.byrdie.com/how-gen-alpha-is-redefining-beauty-11831620,2026,FEBRERO,INFORME ESTRATÉGICO,TENDENCIAS,CONSUMIDOR GEN ALPHA,"La Generación Alpha está saltando etapas, demandando skincare complejo a edades tempranas y desafiando la ética del marketing tradicional.","Byrdie analiza cómo los niños de la Gen Alpha están redefiniendo el consumo de belleza, priorizando marcas virales y rutinas de cuidado de la piel preventivas."
https://www.modaes.com/empresas/bimani-refuerza-su-equipo-directivo-con-blanca-gallego-exloreal-y-alicia-queralt-exinditex,2026,FEBRERO,POST EJECUTIVO,CORPORATIVO,NOMBRAMIENTOS,La migración de talento de gigantes como L'Oréal e Inditex hacia marcas de autor busca profesionalizar el escalado de negocios nicho.,"Bimani ficha a Blanca Gallego y Alicia Queralt para liderar marketing y operaciones, buscando aplicar el rigor de las multinacionales en su estructura de crecimiento."
https://www.consalud.es/salud35/internacional/bridgebio-pharma-impulsa-su-valor-bursatil-tras-resultados-positivos-en-acondroplasia.html,2026,FEBRERO,INFORME ESTRATÉGICO,PERFORMANCE FINANCIERA,BIOTECH / BURSÁTIL,El éxito clínico en enfermedades raras sigue siendo el mayor catalizador de valor en el mercado biotecnológico global.,"Las acciones de BridgeBio Pharma suben tras reportar datos positivos de su fármaco infigratinib, posicionándose como un competidor clave en el tratamiento de la acondroplasia."
https://www.modaes.com/entorno/burn-out-sostenible-las-guerras-ya-preocupan-mas-que-el-cambio-climatico,2026,FEBRERO,INFORME ESTRATÉGICO,ESTRATEGIA,RIESGO GEOPOLÍTICO,"El ""burn-out sostenible"" obliga a las empresas a recalibrar sus mensajes de ESG para no perder relevancia frente a las crisis humanitarias inmediatas.",Un análisis sobre cómo la fatiga del consumidor ante el discurso climático y la creciente preocupación por conflictos bélicos están alterando las prioridades de inversión corporativa.
https://industriacosmetica.net/noticias/in-cosmetics-global-lanzara-en-2026-la-primera-zona-dedicada-a-la-belleza-interior-pa-4ydct,2026,FEBRERO,NOTA DE PRENSA,INNOVACIÓN,NUTRICOSMÉTICA / INGREDIENTES,"La creación de una zona de ""belleza interior"" en In-Cosmetics Global oficializa la fusión técnica entre la alimentación suplementada y el cuidado tópico.","In-Cosmetics Global 2026 introducirá un área dedicada exclusivamente a ingredientes nutricosméticos, reconociendo el auge del bienestar holístico en la industria."
https://www.consalud.es/salud35/internacional/seres-therapeutics-pausa-su-ensayo-clave-y-anuncia-nuevos-despidos-para-preservar-caja.html,2026,FEBRERO,ALERTA REGULATORIA,CORPORATIVO,REESTRUCTURACIÓN / I+D,La pausa en ensayos clínicos y los recortes en Seres subrayan la fragilidad financiera de las biotecnológicas dependientes del microbioma.,"Seres Therapeutics detiene su ensayo de fase 1b para reducir gastos operativos, anunciando una reducción de plantilla para extender su liquidez financiera."
https://wwd.com/beauty-industry-news/skin-care/roundtable-healthcare-acquires-colorescience-1238536257/,2026,FEBRERO,NOTA DE PRENSA,M&A,ADQUISICIÓN,La adquisición de Colorescience por Roundtable refuerza la tendencia de fondos especializados en salud comprando marcas de skincare clínico.,Roundtable Healthcare Partners adquiere una participación mayoritaria en Colorescience para potenciar su crecimiento en el canal de dermatología estética y protección solar.
https://www.beautypackaging.com/breaking-news/coty-launches-bridgerton-fragrance-collection/,2026,FEBRERO,TIPO DE PRODUCTO,PORTFOLIO,LICENCIAS / FRAGANCIAS,"Las licencias de entretenimiento permiten a Coty rejuvenecer su portafolio de fragancias masivas mediante el ""fandom"" digital.","Coty lanza una colección de fragancias inspirada en la serie Bridgerton, utilizando un packaging ornamental que evoca la estética de la era de la Regencia."
https://mibellebiochemistry.com/phytocelltectm-exosomes,2026,FEBRERO,ARTÍCULO MÉDICO,INNOVACIÓN,BIOTECNOLOGÍA / ACTIVOS,Los exosomas vegetales emergen como la tecnología de entrega de activos más eficiente para la regeneración celular profunda sin irritación.,"Mibelle Biochemistry presenta PhytoCellTec™ Exosomes, un activo basado en exosomas derivados de células madre vegetales para mejorar la comunicación intercelular dérmica."
https://beauty.pambianconews.com/2026/02/pettenon-cosmetics-80-anni-di-impresa-italiana-tra-etica-e-innovazione/77868,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,CORPORATIVO,ANIVERSARIO / ESG,"Pettenon Cosmetics demuestra que la longevidad corporativa en el ""Made in Italy"" hoy depende de la certificación de impacto social y paridad de género.","La firma italiana celebra 80 años consolidando su modelo de Società Benefit, destacando su reciente certificación en igualdad de género y su enfoque en Hair Care sostenible."
https://www.linkedin.com/posts/ildeme-%C2%AB%C2%A0demee%C2%A0%C2%BB-mahinay-koch-4345297_demoi-smartbeautylovesdemoi-consciousbeautymovement-activity-7420868071935881216-nxN6,2026,FEBRERO,POST EJECUTIVO,BRANDING,CONSCIOUS BEAUTY,"El movimiento ""Conscious Beauty"" evoluciona hacia el ""Smart Beauty"", donde la eficacia tecnológica no debe comprometer la ética del ingrediente.","Ildeme Mahinay-Koch discute la filosofía de Demoi, centrada en el consumo consciente y cómo las marcas pueden liderar con transparencia y ciencia responsable."
https://cosmeticsbusiness.com/coty-ceo-open-to-early-ending-gucci-licence,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,M&A,LICENCIAS / CORPORATIVO,La apertura de Coty a terminar anticipadamente la licencia de Gucci sugiere una priorización del flujo de caja inmediato sobre la defensa de un activo en salida.,"Tras la salida de Sue Nabi y el nombramiento de Markus Strobel como CEO interino, Coty se muestra dispuesto a negociar el cierre prematuro de su contrato con Gucci (previsto para 2028)."
https://www.newbeauty.com/best-serums-for-mature-skin/,2026,FEBRERO,INFORME ESTRATÉGICO,CATEGORÍA,SKINCARE MADURO,"El mercado para pieles maduras se aleja de la ""corrección agresiva"" hacia el fortalecimiento de la barrera cutánea y el volumen lipídico.","Guía de selección de sueros para pieles maduras, destacando fórmulas que integran péptidos, células madre y ceramidas para restaurar la densidad y luminosidad."
https://www.linkedin.com/posts/parfums-christian-dior_diorbeauty-diormakeup-diorparfums-activity-7428059383256887296-FKXb,2026,FEBRERO,POST EJECUTIVO,BRANDING,MARKETING DE LUJO,"Dior utiliza su herencia en alta costura para blindar su autoridad en el segmento de cosmética de lujo, integrando moda y belleza en una sola narrativa.","Parfums Christian Dior presenta sus últimas innovaciones en maquillaje y fragancias, reforzando el posicionamiento de la marca a través de visuales de alta gama y prestigio."
https://beautymatter.com/articles/future50-2026-jupiter,2026,FEBRERO,INFORME ESTRATÉGICO,CORPORATIVO,INDIE BRANDS / HAIRCARE,"Jupiter redefine el ""Scalp Care"" al tratar la caspa y la salud del cuero cabelludo con la estética y el lenguaje de una marca de cuidado facial de lujo.","Inclusión de Jupiter en el ranking Future50 2026, reconociendo su éxito en transformar una categoría funcional (anti-caspa) en una experiencia de bienestar premium."
https://www.linkedin.com/posts/salud35_india-farmacaezutica-industria-activity-7427985344811409408-u0zT,2026,FEBRERO,INFORME ESTRATÉGICO,CORPORATIVO,SUMINISTRO GLOBAL,"India se consolida como el hub de manufactura para la ""Big Pharma"", obligando a Occidente a replantear sus estrategias de nearshoring y autonomía.","Análisis de la creciente influencia de la industria farmacéutica india, destacando su capacidad de producción masiva de genéricos y su inversión en I+D biotecnológico."
https://people.com/super-bowl-2-26-k-pop-demon-hunters-ejae-sings-phil-collins-against-all-odds-exclusive-11889184,2026,FEBRERO,NOTA DE PRENSA,MARKETING,ENTRETENIMIENTO,"La convergencia de K-Pop y eventos masivos (Super Bowl) ofrece una plataforma de ""co-branding"" cultural para marcas que buscan alcance global.","Cobertura de la actuación de Ejae en el contexto del Super Bowl, evidenciando el poder del K-Pop como motor de influencia en la cultura pop y el marketing masivo."
https://www.linkedin.com/feed/update/urn:li:activity:7428055349305249792,2026,FEBRERO,POST EJECUTIVO,INNOVACIÓN,TENDENCIAS DIGITALES,El uso de gemelos digitales en dermocosmética permite predecir la eficacia de tratamientos tópicos antes de la aplicación real del consumidor.,"Discusión sobre las nuevas fronteras de la personalización digital, donde la simulación de la respuesta cutánea se vuelve un diferencial clave para el retail de lujo."
https://www.consalud.es/politica/europa-redobla-su-compromiso-contra-el-cancer-mas-inversion-prevencion-y-acceso-a-medicamentos.html,2026,FEBRERO,INFORME ESTRATÉGICO,REGULATORIO,POLÍTICA SANITARIA,"La UE prioriza la oncología de precisión y la equidad en el acceso, lo que abrirá nuevas vías de financiación para terapias dirigidas en los estados miembros.",Europa refuerza el Plan de Lucha contra el Cáncer con un aumento presupuestario enfocado en el diagnóstico precoz y la reducción de desigualdades en el acceso a fármacos.
https://www.gcimagazine.com/brands-products/bath-body/news/22960554/unilevers-beauty-personal-care-premium-growth-sciencedriven-innovation-resilient-margins,2026,FEBRERO,Informe Estratégico,FINANZAS,RESULTADOS CORPORATIVOS,La premiumización y la innovación basada en ciencia son los motores que mantienen márgenes resilientes frente a la volatilidad del mercado masivo.,"Unilever reporta un crecimiento sólido en su división de Belleza y Cuidado Personal, impulsado por sus marcas premium y lanzamientos tecnológicos que justifican precios más altos."
https://www.gcimagazine.com/brands-products/sun-care/news/22955005/sun-care-gets-personal,2026,ENERO,Artículo de Tendencias,PRODUCTOS,TENDENCIAS DE CONSUMO,"El protector solar deja de ser un genérico para convertirse en una solución personalizada por estilo de vida, abriendo nichos de alta rentabilidad.","La categoría de Sun Care evoluciona hacia formatos híbridos y personalizados, con marcas enfocadas en hombres jóvenes, deportistas de alta montaña y pieles latinas."
https://www.gcimagazine.com/home/news/22960276/vigon-international-inc-azelis-taps-pierrejean-hellivan-to-lead-global-flavors-fragrances-platform,2026,FEBRERO,Post Ejecutivo,EMPRESAS,MOVIMIENTOS EJECUTIVOS,El fortalecimiento del liderazgo en plataformas de fragancias busca capturar la demanda creciente de experiencias sensoriales en dermocosmética.,"Azelis nombra a Pierre-Jean Hellivan para liderar su plataforma global de Sabores y Fragancias a través de Vigon, buscando expandir su capacidad de innovación global."
https://www.mckinsey.com/industries/financial-services/our-insights/us-wealth-management-in-2035-a-transformative-decade-begins,2026,FEBRERO,Informe Estratégico,MACROENTORNO,MERCADO FINANCIERO,"La transferencia de riqueza hacia 2035 alterará los perfiles de inversión, priorizando el bienestar como activo crítico de protección de capital.","McKinsey analiza la transformación de la gestión de patrimonio en EE.UU., destacando cómo la tecnología exigirá servicios más personalizados y holísticos."
https://www.mckinsey.com/industries/financial-services/our-insights/the-new-face-of-wealth-the-rise-of-the-female-investor,2026,FEBRERO,Informe Estratégico,MACROENTORNO,TENDENCIAS DE CONSUMO,El ascenso de la mujer como decisora financiera principal incrementará el gasto estructural en prevención de salud y cuidado personal de alta gama.,"Estudio sobre el crecimiento del poder económico femenino; las mujeres están tomando el control de la riqueza global, cambiando las prioridades de consumo."
https://www.mckinsey.com/industries/healthcare/our-insights/whats-next-for-pharmacies-in-latin-america,2026,FEBRERO,Informe Estratégico,CANAL DE VENTA,RETAIL FARMACÉUTICO,"Las farmacias en Latam están migrando de puntos de venta a centros de salud integrales, siendo el canal clave para la dermocosmética clínica.","Análisis sobre la evolución de las farmacias en Latinoamérica, destacando la digitalización y la oferta de servicios médicos como diferenciadores críticos."
https://www.mckinsey.com/industries/healthcare/our-insights/healthcare-in-latin-america-what-are-consumers-looking-for,2026,FEBRERO,Informe Estratégico,CONSUMIDOR,PACIENTES / CONSUMIDORES,"El consumidor latinoamericano prioriza la accesibilidad digital y la transparencia médica, elevando la vara para las marcas de cuidado de la piel.","Investigación sobre las expectativas de los pacientes en Latam, quienes buscan una experiencia de salud más conectada y centrada en resultados comprobables."
https://www.mckinsey.com/industries/healthcare/our-insights/the-revival-of-pharmacy-the-rise-of-cost-based-reimbursement,2026,FEBRERO,Informe Estratégico,CANAL DE VENTA,RETAIL FARMACÉUTICO,El cambio hacia modelos de reembolso basados en valor obliga al retail a profesionalizar su asesoría en categorías de alto valor como la dermocosmética.,"Explora cómo los nuevos modelos de reembolso están revitalizando el sector farmacéutico, incentivando una gestión de inventarios y atención más eficiente."
https://www.linkedin.com/posts/karlet-carrancogarcia_lazartigue-paris-celebra-50-a%C3%B1os-de-innovaci%C3%B3n-ugcPost-7428195751270490113-8QOs,2026,FEBRERO,POST EJECUTIVO,MARCAS Y PRODUCTOS,LANZAMIENTOS / ANIVERSARIOS,"La longevidad de marca ligada a la innovación botánica refuerza el valor del ""Clean Beauty"" en el segmento premium capilar.",Lazartigue Paris celebra 50 años destacando su herencia en cuidado capilar botánico y su capacidad de mantenerse relevante mediante la innovación constante.
https://www.gcimagazine.com/brands-products/skin-care/news/22959336/atmosphera-expands-executive-bench-with-coo-and-chief-impact-officer-appointments-ahead-of-us-launch,2026,FEBRERO,ARTÍCULO DE NEGOCIOS,CORPORATIVO,ESTRUCTURA ORGANIZACIONAL,El nombramiento de un Chief Impact Officer subraya la urgencia de integrar la sostenibilidad en el core operativo antes del escalamiento.,Atmosphera refuerza su equipo directivo con un COO y un Director de Impacto para gestionar su expansión en EE. UU. y consolidar su modelo sostenible.
https://www.linkedin.com/posts/paulacolasbeltran_lascosasdepau-ugcPost-7408957021309263872-KguD,2026,ENERO,POST EJECUTIVO,TENDENCIAS,CONSUMER INSIGHTS,La humanización del contenido ejecutivo permite conectar la estrategia de retail con las necesidades reales del consumidor final.,"Paula Colás comparte reflexiones sobre la gestión de productos de cuidado personal, enfatizando la importancia de la experiencia de usuario en el punto de venta."
https://www.linkedin.com/posts/joan-mercedes-50550934_el-futuro-del-skincare-no-va-solo-de-qu%C3%A9-activity-7428000131439812608-Tm7k,2026,FEBRERO,POST EJECUTIVO,TENDENCIAS,SKINCARE FUTURO,El futuro del skincare transiciona de la eficacia del producto a la personalización basada en datos y biotecnología aplicada.,Análisis sobre cómo la industria está pasando de vender productos estándar a soluciones personalizadas integradas con tecnología y bienestar.
https://elglobalfarma.com/farmacia/farmaceuticos-reino-unido-infrafinanciacion-medicamentos/,2026,FEBRERO,INFORME SECTORIAL,MERCADOS,CANAL FARMACIA,"La crisis de financiación en farmacias comunitarias amenaza la capilaridad del canal, obligando a diversificar hacia servicios de valor añadido.",Los farmacéuticos en el Reino Unido alertan sobre la falta de fondos y el impacto negativo en la dispensación de medicamentos bajo el modelo actual.
https://www.linkedin.com/posts/el-ceo_la-industria-de-belleza-ha-comenzado-a-reinventarse-ugcPost-7428966427224596480-50ph,2026,FEBRERO,ARTÍCULO ESTRATÉGICO,CORPORATIVO,TRANSFORMACIÓN DIGITAL,La reinvención de la industria cosmética pasa por la integración de IA para mejorar la conversión y personalización en el e-commerce.,Reporte detallado sobre cómo las grandes firmas de belleza invierten en tecnología disruptiva para optimizar la cadena de suministro y la oferta al cliente.
